dataset,difficulty
11000_0,0.64
18667_0,0.72
23257_0,0.2
13356_8,0.7
11178_5,0.37
14833_1,0.36
16659_5,0.73
12594_3,0.5
16600_2,0.37
10400_3,0.64
14535_2,0.0
14636_1,0.05
15738_4,0.77
10054_0,0.6
13306_0,0.65
16439_5,0.25
23787_0,0.08
13665_0,0.14
10701_12,0.27
2223_1,0.2
15710_1,0.66
24333_0,0.57
20946_0,0.35
13318_2,0.27
20337_0,0.22
11415_1,0.13
19505_3,0.14
20325_0,0.47
18945_0,0.44
14888_0,0.58
17444_0,0.18
12959_1,0.53
16330_2,0.53
19485_0,0.62
26669_15,0.61
29010_1,0.53
21888_1,0.17
28000_2,0.47
13754_1,0.29
12868_5,0.04
13654_2,0.01
15070_2,0.82
10582_0,0.69
14129_0,0.36
20699_0,0.22
14401_2,0.38
21164_0,0.41
14534_11,0.28
10271_3,0.24
25394_0,0.25
15723_6,0.19
17320_0,0.0
17404_0,0.46
13808_2,0.49
12808_0,0.49
10179_0,0.1
12410_31,0.02
11665_3,0.38
23494_1,0.01
18883_1,0.59
20790_1,0.22
14032_0,0.19
10088_1,0.27
18971_2,0.04
10198_3,0.58
16600_0,0.31
10512_3,0.45
14354_16,0.74
19925_3,0.6
25433_0,0.59
18808_5,0.02
12343_2,0.46
10862_0,0.62
17154_3,0.36
10701_13,0.25
18347_1,0.08
10200_3,0.22
11725_1,0.35
14534_14,0.17
2223_0,0.34
14650_4,0.63
15731_8,0.43
16824_2,0.0
10118_0,0.59
14354_19,0.72
15322_0,0.08
26628_14,0.42
22389_0,0.51
21537_4,0.44
27174_3,0.21
17029_0,0.67
17439_0,0.5
12341_0,0.21
14643_4,0.48
14369_0,0.07
20946_1,0.55
13957_0,0.64
16886_3,0.38
11883_0,0.17
16117_1,0.18
19019_0,0.22
19275_0,0.52
11968_1,0.05
18098_0,0.07
18974_5,0.19
27826_0,0.11
22475_5,0.07
13716_0,0.27
13860_0,0.13
20912_0,0.12
26362_4,0.09
16774_0,0.64
28000_14,0.37
18590_0,0.54
10410_2,0.64
15147_0,0.74
14312_1,0.45
655_0,0.07
10056_0,0.22
9985_0,0.61
11908_2,0.42
10055_0,0.19
14643_1,0.54
13390_0,0.1
25466_0,0.64
18062_9,0.24
12088_0,0.23
18638_10,0.26
22152_0,0.48
15161_1,0.49
16855_0,0.49
14888_1,0.1
23165_0,0.73
20137_0,0.36
27818_0,0.64
18206_10,0.12
14497_2,0.58
24260_1,0.82
12793_0,0.42
19154_0,0.22
17642_2,0.0
17251_0,0.48
19925_2,0.39
16293_3,0.54
20010_0,0.65
16207_0,0.2
21368_0,0.25
10293_0,0.16
18385_0,0.3
14534_15,0.02
17774_2,0.54
14421_2,0.0
20515_0,0.46
10037_0,0.2
15515_1,0.34
16203_3,0.15
380_0,0.11
14405_0,0.5
10982_0,0.58
10701_6,0.09
17668_1,0.43
23575_0,0.38
18705_0,0.09
12698_0,0.33
12613_0,0.02
27596_7,0.35
11557_0,0.11
17027_0,0.6
20511_0,0.28
14535_1,0.0
11110_0,0.57
16145_3,0.53
15185_0,0.22
19116_1,0.01
17053_1,0.51
11471_1,0.59
10273_5,0.53
10586_0,0.07
16712_0,0.58
13337_3,0.56
11876_1,0.0
17154_0,0.14
26976_4,0.25
25673_0,0.05
27596_22,0.61
25564_0,0.43
25870_0,0.63
20860_0,0.15
23655_0,0.41
10384_0,0.51
13843_3,0.25
15161_3,0.3
12400_6,0.57
26669_32,0.41
16543_0,0.52
26976_2,0.22
25624_0,0.19
23675_0,0.01
11932_0,0.33
25372_3,0.55
13850_0,0.17
16507_3,0.69
18202_73,0.32
16834_2,0.31
12400_4,0.56
15964_4,0.65
21776_2,0.16
18829_5,0.42
20155_0,0.04
14534_6,0.37
26669_14,0.23
14534_25,0.49
14973_0,0.01
15653_0,0.35
15730_0,0.21
27605_0,0.3
25346_0,0.02
21700_2,0.43
27850_0,0.19
10200_4,0.7
18202_82,0.24
16032_1,0.29
2178_0,0.14
19332_0,0.53
16189_0,0.28
25936_0,0.17
21046_2,0.25
12275_0,0.02
17698_0,0.27
12114_1,0.34
11395_0,0.12
11949_2,0.15
16473_2,0.12
16203_9,0.16
10591_1,0.26
16659_1,0.69
11535_1,0.45
10255_2,0.32
19710_0,0.35
11197_0,0.2
25040_6,0.35
16293_1,0.15
16309_0,0.05
15849_1,0.51
564_0,0.19
12093_12,0.03
11918_1,0.36
14299_4,0.0
26628_9,0.56
22234_1,0.78
12569_1,0.26
11452_6,0.53
26669_37,0.48
17935_1,0.04
20595_0,0.05
19410_0,0.01
22022_2,0.47
22498_0,0.08
2203_0,0.29
2252_1,0.03
26016_0,0.79
19396_2,0.03
16681_0,0.16
21210_0,0.01
23356_0,0.45
19505_6,0.44
569_4,0.04
17445_2,0.35
22988_0,0.55
18808_0,0.02
11477_2,0.08
11487_2,0.79
16203_18,0.16
9973_0,0.19
15758_2,0.55
13808_7,0.19
17761_0,0.24
19742_0,0.03
16556_0,0.51
19714_32,0.67
12503_0,0.03
22346_0,0.4
13448_0,0.2
11885_2,0.17
26976_3,0.45
10097_1,0.24
19658_0,0.47
22475_1,0.16
12410_26,0.59
16524_0,0.32
21602_0,0.36
25298_2,0.04
10975_0,0.69
21508_0,0.31
12093_14,0.02
18202_109,0.26
10579_2,0.64
13487_0,0.12
22936_0,0.59
17935_8,0.0
11516_3,0.62
11020_1,0.86
2209_0,0.64
13911_0,0.39
14385_2,0.0
19548_1,0.64
22736_1,0.27
10287_1,0.03
22328_0,0.61
10847_0,0.09
22974_0,0.27
18347_4,0.15
12245_0,0.22
20848_0,0.5
11021_1,0.22
16033_0,0.46
15515_0,0.55
28000_28,0.27
16449_1,0.56
18258_2,0.52
20632_2,0.01
20521_0,0.54
18959_0,0.76
10770_1,0.61
27995_1,0.46
16293_2,0.49
17233_0,0.22
27596_1,0.53
20055_0,0.39
15415_11,0.46
26186_1,0.07
10047_0,0.45
12336_0,0.61
23043_1,0.05
10099_1,0.5
561_1,0.16
13808_6,0.42
13159_5,0.02
22871_3,0.08
14898_0,0.41
23108_1,0.07
27950_2,0.28
27909_1,0.22
23249_1,0.61
20595_1,0.3
9992_0,0.17
15035_0,0.29
26800_1,0.5
14193_2,0.71
15268_0,0.57
18421_0,0.86
12959_0,0.6
14094_0,0.28
22887_0,0.48
2240_0,0.03
20503_1,0.19
10028_1,0.23
11476_3,0.58
21413_0,0.68
11078_0,0.1
19060_0,0.22
10096_0,0.41
19925_6,0.34
10679_0,0.54
17235_1,0.41
16798_0,0.16
15572_0,0.03
13315_1,0.47
14312_2,0.61
15713_1,0.08
19055_0,0.48
13345_8,0.29
10632_3,0.01
9995_1,0.49
11330_1,0.34
17154_1,0.0
18437_2,0.15
10943_1,0.53
11112_3,0.25
20545_0,0.37
26765_2,0.56
12650_1,0.24
22299_0,0.45
10111_0,0.57
15778_1,0.27
23249_0,0.65
18043_0,0.56
15161_7,0.01
13472_2,0.8
16834_0,0.53
11297_3,0.03
10113_0,0.15
23357_0,0.45
22114_1,0.56
23859_2,0.05
21369_0,0.39
25812_1,0.12
17643_2,0.01
19917_0,0.01
15019_0,0.18
15742_2,0.83
11768_1,0.54
660_0,0.64
16032_7,0.02
19466_3,0.47
10214_0,0.2
11790_2,0.5
26800_4,0.57
13990_1,0.0
21823_2,0.16
10154_0,0.79
11357_0,0.31
23356_4,0.54
26566_1,0.5
21886_5,0.05
18474_0,0.57
12636_0,0.21
10465_0,0.1
23479_0,0.61
21797_4,0.07
14103_0,0.0
19628_0,0.02
20651_1,0.34
10307_0,0.65
9950_1,0.43
18883_2,0.01
26110_0,0.45
683_2,0.18
17674_0,0.09
9984_1,0.05
11918_2,0.45
13561_0,0.13
25966_0,0.36
11863_3,0.36
11476_1,0.22
14141_1,0.7
9936_1,0.61
17235_5,0.13
21318_1,0.2
17338_1,0.03
19335_1,0.69
21532_0,0.08
28391_5,0.03
12410_14,0.45
22211_0,0.41
13691_0,0.63
15463_10,0.37
21277_1,0.22
14974_0,0.19
13647_0,0.26
20136_0,0.09
15161_0,0.27
12233_2,0.15
14535_0,0.0
10038_0,0.5
13654_0,0.03
18206_0,0.09
11550_0,0.35
26404_8,0.85
18066_0,0.13
21750_0,0.1
25433_1,0.56
11498_0,0.06
10244_1,0.36
11790_1,0.22
11444_4,0.82
15518_0,0.18
14193_1,0.75
12536_0,0.18
11487_0,0.76
14652_1,0.25
13356_12,0.68
21254_2,0.6
12082_0,0.35
21995_0,0.02
18604_0,0.27
20373_0,0.44
19019_1,0.3
12650_3,0.42
25040_2,0.44
12359_1,0.51
20817_0,0.6
2202_0,0.42
22811_0,0.39
11262_1,0.52
20202_4,0.28
23966_1,0.62
18218_3,0.2
18202_105,0.35
10901_2,0.01
20047_0,0.27
20133_0,0.61
21897_2,0.46
16619_0,0.21
19055_4,0.24
12586_6,0.05
25615_3,0.03
10161_1,0.62
12071_0,0.7
28112_0,0.34
14759_2,0.55
20241_0,0.32
27649_0,0.35
16949_1,0.67
16267_2,0.7
10400_9,0.4
12760_0,0.64
19692_2,0.19
10774_2,0.54
14351_1,0.54
21800_0,0.6
11206_0,0.58
28391_1,0.0
16153_1,0.57
12111_1,0.49
602_1,0.54
25788_0,0.11
2199_3,0.03
11395_2,0.38
26566_0,0.72
25513_0,0.18
20134_1,0.57
25829_10,0.32
14412_1,0.09
10631_1,0.47
18025_1,0.46
15742_1,0.77
13968_1,0.41
379_0,0.08
26692_0,0.24
10789_0,0.75
18808_3,0.02
12500_2,0.28
23445_0,0.59
22269_1,0.65
16534_0,0.25
26362_10,0.16
21973_3,0.19
26146_0,0.28
17312_1,0.0
13731_0,0.09
10709_1,0.41
11611_2,0.2
17856_1,0.0
26758_0,0.07
10568_1,0.63
20503_2,0.16
21926_0,0.38
2220_1,0.35
15097_1,0.45
14299_5,0.21
18202_100,0.17
11931_0,0.01
21343_1,0.29
13356_20,0.6
24260_3,0.51
19439_0,0.72
17235_4,0.35
18638_4,0.32
21602_8,0.42
17053_0,0.24
22208_2,0.02
18829_7,0.22
19510_0,0.08
10344_0,0.58
13906_0,0.0
19007_0,0.49
11362_1,0.14
14151_0,0.0
18971_0,0.43
19302_0,0.24
13549_0,0.39
15161_5,0.01
10082_1,0.68
11487_4,0.83
21973_9,0.15
19555_1,0.29
14476_1,0.54
12410_29,0.42
24321_2,0.38
26808_0,0.67
25572_0,0.2
28337_1,0.59
10227_0,0.23
26579_4,0.36
11797_0,0.56
16886_0,0.05
10224_0,0.07
11662_5,0.6
13654_3,0.02
11770_0,0.64
18541_0,0.35
21888_5,0.18
18872_7,0.46
12816_0,0.48
26888_1,0.04
14941_1,0.58
10349_0,0.15
9967_0,0.19
23427_0,0.39
10145_0,0.03
10669_1,0.47
25050_0,0.61
13331_0,0.04
11444_0,0.82
10349_3,0.63
12861_3,0.21
11395_1,0.05
16027_0,0.16
12630_0,0.53
11126_2,0.1
10327_2,0.23
18275_0,0.55
14013_0,0.19
14957_0,0.59
18132_1,0.07
10943_9,0.66
25432_0,0.22
21874_1,0.01
19838_0,0.68
25829_9,0.49
27596_17,0.6
19714_17,0.14
20396_0,0.53
19744_0,0.56
18202_77,0.23
19904_0,0.58
10196_0,0.5
25548_0,0.41
26895_5,0.55
13483_0,0.44
23859_3,0.58
10908_3,0.01
21224_0,0.61
10430_0,0.57
19593_0,0.05
14901_0,0.51
23439_0,0.25
16488_2,0.39
11880_0,0.03
17080_0,0.52
10512_0,0.65
23718_1,0.87
13886_0,0.24
12009_0,0.33
14618_0,0.7
17184_3,0.15
13537_1,0.25
18880_0,0.53
10255_1,0.32
13724_0,0.4
16177_13,0.02
22219_0,0.47
11910_1,0.02
11487_8,0.52
25949_0,0.35
14609_4,0.66
679_0,0.25
22386_0,0.77
10233_3,0.33
20565_0,0.41
18638_7,0.45
18912_0,0.42
12586_4,0.1
26449_0,0.03
26351_0,0.64
15353_0,0.56
22296_0,0.32
25292_0,0.02
14297_2,0.07
22592_0,0.69
20153_1,0.57
10046_1,0.45
16203_15,0.34
14837_0,0.42
15463_4,0.09
16866_0,0.35
23620_0,0.39
10033_1,0.51
12240_0,0.04
11770_2,0.63
20963_0,0.08
11181_2,0.04
12900_0,0.0
12786_8,0.14
14022_4,0.72
16078_0,0.56
2215_0,0.24
18870_0,0.28
10053_0,0.04
10499_0,0.59
20908_0,0.6
294_1,0.28
18455_0,0.23
18971_11,0.04
23121_0,0.25
13481_0,0.34
10009_0,0.41
2178_2,0.2
11903_0,0.35
19714_9,0.16
13327_3,0.82
16935_0,0.03
20382_3,0.5
26669_13,0.07
13805_1,0.18
16203_10,0.18
15635_1,0.56
10400_6,0.39
10673_7,0.37
12359_2,0.43
12114_0,0.08
18473_0,0.04
10149_2,0.22
14246_1,0.39
26181_2,0.07
23494_0,0.01
22942_0,0.49
25949_1,0.67
11885_1,0.53
19628_1,0.03
12819_0,0.51
25765_0,0.25
11988_0,0.41
11662_12,0.71
10121_0,0.13
11392_1,0.51
21849_0,0.17
16352_0,0.35
15858_8,0.81
10158_2,0.61
19714_36,0.02
13796_3,0.36
16659_0,0.71
10010_0,0.42
16361_0,0.23
22716_0,0.69
19273_0,0.46
11468_0,0.39
27325_10,0.73
11112_7,0.14
18202_83,0.24
14349_2,0.65
12669_1,0.0
26800_3,0.61
21428_1,0.5
23356_7,0.43
14038_7,0.48
20415_0,0.3
11950_3,0.43
11204_1,0.4
13679_0,0.18
16527_3,0.32
9966_0,0.24
10701_8,0.2
26669_27,0.52
14827_2,0.28
25539_0,0.34
10307_4,0.59
15635_2,0.15
18202_74,0.18
19392_0,0.17
15070_0,0.64
15291_0,0.29
25286_1,0.56
17915_1,0.14
25897_0,0.0
17173_1,0.34
22685_3,0.29
12717_1,0.25
17939_1,0.55
26549_2,0.63
10007_0,0.43
22751_3,0.15
10453_0,0.13
10096_2,0.38
12648_1,0.31
11408_0,0.6
9958_0,0.11
14730_0,0.41
10534_0,0.37
588_1,0.1
723_0,0.01
17810_0,0.33
10259_1,0.37
16395_1,0.59
11863_2,0.62
15442_2,0.79
20530_0,0.02
10270_0,0.71
14188_0,0.22
11611_5,0.05
21973_1,0.45
25647_3,0.58
693_0,0.16
15446_0,0.51
18080_0,0.02
12788_0,0.44
19055_1,0.2
12861_5,0.37
11167_2,0.74
23165_1,0.71
10044_0,0.0
645_2,0.71
14299_2,0.62
21594_8,0.03
26765_0,0.57
13461_1,0.27
22999_4,0.41
18303_5,0.42
12410_3,0.49
14833_2,0.51
10024_1,0.45
14385_3,0.65
12644_1,0.56
20202_2,0.2
12410_23,0.26
26711_0,0.35
19316_0,0.2
10082_0,0.41
15676_2,0.05
15931_3,0.04
26628_8,0.49
17643_4,0.07
26023_0,0.3
25414_0,0.57
12863_0,0.0
17621_6,0.4
10270_6,0.83
10999_1,0.31
25647_5,0.69
12787_0,0.18
20198_0,0.47
22601_0,0.73
14541_0,0.62
15885_0,0.32
28349_0,0.44
20136_1,0.0
12336_3,0.05
21303_0,0.54
23830_0,0.53
19616_0,0.5
18003_1,0.6
14437_2,0.4
12224_0,0.44
10400_1,0.13
13930_1,0.04
10614_0,0.36
10087_0,0.2
10020_1,0.25
17149_0,0.29
24194_0,0.67
10175_0,0.17
12781_0,0.0
17734_0,0.2
15609_2,0.62
17090_1,0.49
649_0,0.1
16456_3,0.3
2199_9,0.02
12492_4,0.16
27000_4,0.02
14534_23,0.26
13920_1,0.3
22928_0,0.46
15818_0,0.44
26404_5,0.58
20109_5,0.29
17059_0,0.68
26988_13,0.32
10264_0,0.19
10117_0,0.72
17949_2,0.32
13340_1,0.22
18872_9,0.34
10234_1,0.09
27155_1,0.04
24036_1,0.39
418_0,0.29
15721_0,0.01
25286_4,0.53
14534_26,0.07
10104_4,0.69
21717_0,0.23
26988_6,0.04
11452_1,0.71
14945_8,0.65
28000_20,0.05
20987_10,0.02
24078_0,0.56
15849_3,0.33
20137_1,0.34
25903_0,0.52
22970_0,0.64
23763_0,0.53
13694_0,0.04
13920_2,0.73
27596_21,0.61
19739_0,0.57
10018_0,0.58
18202_75,0.35
16203_24,0.18
26669_11,0.43
21486_7,0.66
18347_0,0.12
14183_0,0.56
13198_0,0.26
12057_0,0.05
703_0,0.08
20919_1,0.35
22542_0,0.08
18638_6,0.06
22473_0,0.65
11303_5,0.5
10654_1,0.53
14833_3,0.36
117_0,0.05
14330_0,0.43
25674_0,0.35
10811_0,0.23
378_1,0.23
14291_0,0.47
23067_0,0.26
21917_2,0.7
17667_0,0.36
19801_2,0.22
10631_2,0.52
19714_15,0.32
14312_9,0.82
11662_10,0.53
641_0,0.42
16488_0,0.51
19665_1,0.42
18804_0,0.27
14246_0,0.47
14534_0,0.08
18901_0,0.34
20955_0,0.57
24181_0,0.61
15458_0,0.77
11725_0,0.05
18971_15,0.38
11444_3,0.76
19664_1,0.17
20480_2,0.07
18202_94,0.2
10942_1,0.15
19714_20,0.45
13796_1,0.35
21172_3,0.49
25262_0,0.6
13990_2,0.0
11093_0,0.17
23436_5,0.62
17698_1,0.4
17642_3,0.05
13986_0,0.13
2243_0,0.45
18364_0,0.6
14159_0,0.13
17158_0,0.0
14945_7,0.69
13670_1,0.57
12669_0,0.0
11712_3,0.64
22005_0,0.52
27656_0,0.17
10295_2,0.46
25654_0,0.55
11297_5,0.01
12727_0,0.27
15710_0,0.6
14981_0,0.33
14010_3,0.21
20987_11,0.0
25570_0,0.14
15010_1,0.25
20628_0,0.01
10303_4,0.04
14945_3,0.82
18202_102,0.41
19396_0,0.32
19035_1,0.08
25916_0,0.01
12594_1,0.63
20577_0,0.07
19714_12,0.11
14626_0,0.23
12410_19,0.34
571_0,0.02
10117_5,0.59
14970_0,0.1
2251_8,0.59
20987_13,0.14
12041_0,0.16
14445_0,0.0
11651_0,0.08
19346_0,0.0
11452_0,0.43
20727_4,0.09
15946_0,0.65
15463_6,0.26
26669_44,0.42
15849_0,0.35
11436_0,0.72
20094_0,0.57
10273_0,0.31
16285_0,0.26
16315_0,0.01
21120_3,0.79
12574_0,0.43
27709_3,0.34
25505_0,0.61
13444_0,0.35
18616_0,0.34
10632_2,0.03
14534_18,0.24
10091_1,0.47
14401_3,0.4
18638_16,0.51
12336_2,0.41
11664_2,0.24
10255_3,0.0
17996_0,0.57
26647_0,0.12
14534_3,0.01
10088_0,0.3
20930_1,0.22
27174_6,0.28
12288_2,0.83
21677_1,0.79
22660_0,0.39
21355_0,0.12
19475_1,0.06
22105_0,0.42
12093_3,0.26
25271_0,0.46
26669_3,0.36
14497_5,0.37
26217_1,0.56
13356_7,0.62
14433_5,0.79
14945_2,0.65
15731_7,0.33
28000_0,0.27
25518_1,0.13
19539_0,0.26
12186_0,0.17
10895_0,0.42
10181_1,0.35
24260_0,0.87
16298_2,0.57
22185_0,0.29
13716_2,0.58
28335_0,0.35
21622_1,0.01
15181_0,0.42
19961_2,0.21
12093_1,0.01
10225_3,0.29
14497_0,0.19
26579_0,0.69
2251_7,0.59
18694_1,0.41
563_0,0.43
18679_0,0.15
17440_0,0.64
17206_0,0.09
2248_1,0.39
14226_0,0.02
20946_3,0.51
11662_11,0.47
26641_0,0.11
16203_30,0.13
10613_2,0.39
21108_1,0.0
12400_3,0.35
15964_1,0.34
11809_0,0.68
14945_14,0.77
14534_5,0.0
14534_13,0.08
10233_1,0.19
20987_2,0.04
16543_2,0.43
21486_4,0.48
25607_5,0.63
574_0,0.04
17516_2,0.57
15034_1,0.55
14010_4,0.0
17842_4,0.81
25026_0,0.21
26576_2,0.19
19729_1,0.35
20336_1,0.6
17642_0,0.02
20946_2,0.36
18347_3,0.11
14553_0,0.36
25708_0,0.11
16637_2,0.47
18281_2,0.71
16895_0,0.37
20775_2,0.45
696_1,0.55
18823_0,0.53
16064_0,0.18
27596_36,0.83
25647_4,0.67
20936_0,0.56
11662_8,0.53
562_0,0.11
21874_3,0.0
10278_0,0.51
22431_0,0.49
13356_15,0.74
16932_0,0.11
27000_2,0.05
11390_2,0.11
10644_1,0.68
11705_3,0.45
15204_0,0.27
26566_2,0.57
13449_0,0.51
13583_1,0.56
14643_8,0.53
15364_0,0.62
14219_0,0.34
14894_0,0.12
13773_0,0.21
18872_0,0.7
10438_1,0.21
15609_0,0.48
14469_2,0.0
21594_0,0.08
20261_0,0.51
14544_0,0.84
21897_4,0.68
17884_0,0.67
25787_0,0.25
14391_0,0.2
20541_0,0.47
21499_0,0.15
23679_0,0.01
14069_0,0.42
20823_0,0.22
10058_0,0.56
2374_0,0.31
22346_1,0.32
25615_2,0.11
13864_0,0.09
21453_3,0.13
12774_0,0.22
20495_2,0.45
10232_0,0.06
18202_112,0.33
16950_2,0.44
11975_0,0.49
12395_1,0.46
26362_2,0.0
23439_2,0.51
24325_4,0.07
18400_2,0.02
18815_0,0.06
23356_5,0.19
20079_3,0.63
19665_0,0.71
14010_5,0.05
12410_38,0.14
577_3,0.01
25829_5,0.77
26669_38,0.49
25214_0,0.03
16453_0,0.26
27596_30,0.44
14299_6,0.21
11378_0,0.03
21486_0,0.56
12891_0,0.02
28046_0,0.09
21221_1,0.15
25737_0,0.13
20662_0,0.59
16395_0,0.58
18012_5,0.49
18104_3,0.21
14144_4,0.67
10951_0,0.16
2251_3,0.71
10154_1,0.83
15742_4,0.69
21612_0,0.23
12515_1,0.58
10979_1,0.5
28099_0,0.04
17154_4,0.31
26449_1,0.05
15865_2,0.02
15596_0,0.36
16439_6,0.71
10105_0,0.64
21704_0,0.51
14246_2,0.06
12434_2,0.53
13914_1,0.1
15639_0,0.54
18012_8,0.62
10043_1,0.15
10080_0,0.01
20637_1,0.72
11586_0,0.52
14384_0,0.11
26664_0,0.65
10303_3,0.07
11665_2,0.32
27866_1,0.01
25559_0,0.54
26793_3,0.51
14022_0,0.43
26118_0,0.45
20727_2,0.03
15778_3,0.19
13531_0,0.2
19056_0,0.56
26669_0,0.69
22257_1,0.25
9980_0,0.15
11269_7,0.52
10939_0,0.47
18909_1,0.13
13670_2,0.64
21973_4,0.82
12324_1,0.57
12682_0,0.58
18044_0,0.66
20367_0,0.85
21807_0,0.52
2251_0,0.47
18919_0,0.06
21973_13,0.41
21823_0,0.02
10141_0,0.04
24385_1,0.14
21486_3,0.6
10338_0,0.18
14104_0,0.63
11387_1,0.34
11418_2,0.45
13300_0,0.2
26760_0,0.29
18872_3,0.1
15161_11,0.36
10150_2,0.01
11258_1,0.23
18189_0,0.4
26217_0,0.63
15463_8,0.11
23741_1,0.49
11535_2,0.63
14444_0,0.23
18104_2,0.15
11921_1,0.13
21804_1,0.26
27596_39,0.72
23063_0,0.41
16341_0,0.5
12492_1,0.74
12410_32,0.59
10705_0,0.04
14945_13,0.64
10023_0,0.37
14112_0,0.22
10968_2,0.11
12861_2,0.39
15469_0,0.71
18202_92,0.39
16473_1,0.12
21196_1,0.12
2207_3,0.61
17615_2,0.2
2220_0,0.24
18165_0,0.5
21263_0,0.55
13553_0,0.32
14385_1,0.17
15174_0,0.5
10427_0,0.58
18218_1,0.25
21934_3,0.23
22988_1,0.36
11178_20,0.25
26988_14,0.0
11391_2,0.25
23600_0,0.42
21656_0,0.0
14683_1,0.35
22114_2,0.35
25829_4,0.7
16079_0,0.49
12683_0,0.3
18916_0,0.21
276_0,0.0
16236_8,0.67
11112_8,0.1
12855_2,0.58
11902_0,0.58
13356_5,0.71
17184_1,0.12
17621_5,0.1
15977_0,0.03
14499_0,0.24
22140_0,0.51
23897_1,0.18
681_0,0.37
12140_0,0.1
14945_9,0.8
12410_20,0.23
20930_5,0.35
19528_1,0.69
25304_0,0.66
11522_0,0.75
12652_0,0.31
16163_0,0.61
15006_2,0.21
12300_0,0.01
17812_0,0.06
10107_0,0.2
10021_1,0.53
25399_0,0.57
19714_16,0.72
18545_0,0.75
16073_0,0.56
14332_0,0.52
16236_2,0.36
13566_0,0.0
15006_3,0.21
12998_0,0.54
17774_3,0.54
11395_6,0.39
11269_8,0.15
26988_17,0.15
21973_8,0.16
714_1,0.53
20530_1,0.33
13318_0,0.43
19055_2,0.4
20632_0,0.28
12605_1,0.28
10028_0,0.42
21156_1,0.57
20987_4,0.01
25868_0,0.46
11367_1,0.33
13782_0,0.06
11418_0,0.27
16824_0,0.24
10273_2,0.63
24036_6,0.66
553_3,0.4
27009_0,0.06
27596_37,0.22
17240_0,0.36
26352_2,0.1
22300_0,0.02
24036_5,0.41
23629_0,0.48
267_0,0.22
22717_1,0.39
18883_3,0.57
19812_0,0.37
21594_7,0.01
19466_4,0.09
10169_1,0.21
18129_0,0.11
9996_2,0.51
26786_1,0.25
14394_1,0.04
14151_1,0.22
20001_2,0.49
16625_1,0.58
580_0,0.51
11126_1,0.46
22475_4,0.15
19264_0,0.57
10190_2,0.25
20819_0,0.58
11363_0,0.61
12233_3,0.63
13356_13,0.7
15415_6,0.37
20807_0,0.41
13006_0,0.61
16285_2,0.69
13159_3,0.26
12795_0,0.06
28077_1,0.34
25286_0,0.48
25300_0,0.22
15463_3,0.07
15139_0,0.48
11453_1,0.59
11933_0,0.13
11269_10,0.01
28161_3,0.58
26404_6,0.35
14243_0,0.29
20228_0,0.55
10151_0,0.42
19729_5,0.43
12022_0,0.0
13538_2,0.38
10088_4,0.38
11395_9,0.61
19764_4,0.59
13859_1,0.18
26669_42,0.48
17981_0,0.15
21988_0,0.41
10791_3,0.56
20648_0,0.49
25635_0,0.63
18490_0,0.52
14643_9,0.09
27825_1,0.22
22234_0,0.76
13668_1,0.01
18202_104,0.31
26000_0,0.5
23574_0,0.52
16282_3,0.17
10741_1,0.55
10673_5,0.43
26988_11,0.34
21919_0,0.79
12288_5,0.69
17827_1,0.52
26449_2,0.13
22856_0,0.28
21253_0,0.65
10309_1,0.55
14616_4,0.27
18497_0,0.18
19544_2,0.39
16527_2,0.29
16203_19,0.11
12527_1,0.36
11950_2,0.59
19582_3,0.01
28000_16,0.37
26688_0,0.72
13914_5,0.7
28349_1,0.26
11662_7,0.31
11105_5,0.49
15707_0,0.15
10550_0,0.05
11297_10,0.02
13356_6,0.69
664_0,0.25
26895_1,0.56
14312_3,0.49
21736_0,0.53
22977_0,0.57
15355_0,0.0
15234_0,0.49
13879_1,0.58
13444_1,0.47
13709_0,0.58
15461_1,0.01
679_1,0.03
25913_0,0.01
9962_0,0.12
18971_1,0.3
23587_0,0.15
14347_0,0.55
662_0,0.0
22606_1,0.38
16381_0,0.72
20164_1,0.57
28000_1,0.27
23003_0,0.04
25949_2,0.43
16855_4,0.7
11078_4,0.31
591_0,0.62
13537_5,0.22
27995_0,0.25
10541_0,0.34
10097_0,0.48
19749_0,0.65
12013_0,0.28
15818_1,0.18
10040_0,0.54
19947_2,0.1
19367_1,0.14
15337_0,0.12
13810_0,0.05
12410_37,0.03
10255_7,0.0
12786_3,0.14
11329_1,0.36
13583_2,0.69
18201_0,0.42
17321_0,0.4
15654_1,0.25
15505_0,0.6
12714_0,0.18
10635_0,0.57
10328_0,0.0
19466_1,0.3
16949_0,0.72
25031_0,0.15
19961_0,0.51
19714_34,0.25
10797_0,0.02
26362_3,0.11
19947_0,0.1
20727_1,0.03
12728_0,0.62
17642_1,0.01
12586_3,0.06
16236_3,0.71
27414_1,0.07
10085_1,0.06
19714_13,0.54
25002_0,0.06
26628_17,0.65
19828_1,0.61
28014_0,0.6
18829_0,0.07
14422_3,0.69
21973_6,0.14
2255_0,0.6
19475_0,0.27
18656_0,0.16
21722_1,0.31
15010_0,0.11
19746_0,0.32
23281_0,0.13
15387_0,0.46
23089_2,0.3
20382_2,0.76
13339_1,0.57
15797_0,0.04
22758_0,0.55
26362_6,0.52
20775_1,0.45
15034_2,0.56
14650_2,0.62
21615_5,0.0
13606_1,0.61
12212_0,0.45
19921_0,0.17
23185_1,0.43
19925_1,0.52
12147_0,0.67
18206_7,0.14
